,sentID.BTEC,split,lang,sent,revised,CODA
1406,14403,corpus-6-test-corpus-26-dev,KHA,ح اخد قزازة خمرة.,,حاخد قزازة خمرة.
1407,14416,corpus-6-test-corpus-26-train,KHA,شكلك جميل.,,شكلك جميل.
1408,14426,corpus-6-test-corpus-26-test,KHA,داير غرفة مزدوجة. كم سعر الغرفة لليلة؟,,داير غرفة مزدوجة. كم سعر الغرفة لليلة؟
1409,14434,corpus-6-test-corpus-26-train,KHA,هو على بعد تسعة وتسعين ميل.,,هو على بعد تسعة وتسعين ميل.
1410,14441,corpus-6-test-corpus-26-train,KHA,فينس و ليندا دايرين يقعدوا براهم، عشان كدا آسف لازم اقعد هنا الليلة.,,فينس و ليندا دايرين يقعدوا براهم، عشان كده آسف لازم اقعد هنا الليلة.
1411,14444,corpus-6-test-corpus-26-train,KHA,من فضلك خت العفش دا مربوط.,,من فضلك خت العفش ده مربوط.
1412,14448,corpus-6-test-corpus-26-train,KHA,اسمي ساتو.,,اسمي ساتو.
1413,14457,corpus-6-test-corpus-26-train,KHA,أنا بعرف نادي جاز قديم وسط المدينة.,,انا بعرف نادي جاز قديم وسط المدينة.
1414,14459,corpus-6-test-corpus-26-train,KHA,ح اخد الوجبة الثابتة دي.,,حاخد الوجبة الثابتة دي.
1415,14462,corpus-6-test-corpus-26-dev,KHA,داير أجرب نفس الصحن زي الواحد داك.,داير اجرب نفس الصحن داك.,داير اجرب نفس الصحن داك.
1416,14475,corpus-6-test-corpus-26-train,KHA,ثم ح نشيله.,بعدين ح نشيله.,بعدين حنشيله.
1417,14477,corpus-6-test-corpus-26-train,KHA,هل دا بمشي فوق للسابق السادس؟,هل دا بمشي فوق للطابق السادس؟,هل ده بمشي فوق للطابق السادس؟
1418,14478,corpus-6-test-corpus-26-dev,KHA,جلد تمساح؟,,جلد تمساح؟
1419,14483,corpus-6-test-corpus-26-train,KHA,من فضلك خته في شنطة غسيل و خليه هناك.,,من فضلك خته في شنطة غسيل و خليه هناك.
1420,14484,corpus-6-test-corpus-26-train,KHA,داير الفلم دا يتطور. متين ح يكون جاهز؟,,داير الفلم ده يتطور. متين حيكون جاهز؟
1421,14495,corpus-6-test-corpus-26-dev,KHA,من فضلك ما تدي المفتاح دا لأي زول تاني غيري.,,من فضلك ما تدي المفتاح ده لي أي زول ثاني غيري.
1422,14500,corpus-6-test-corpus-26-test,KHA,اوكي. ح ارفعك من فندقك عند الساعة تمنية.,اوكي. ح ارفعك من فندقك الساعة تمنية.,اوكي. حارفعك من فندقك الساعة ثمانية.
1423,14502,corpus-6-test-corpus-26-train,KHA,شباك تمام.,,شباك تمام.
1424,14505,corpus-6-test-corpus-26-train,KHA,خلي قصتي لتحت، لو سمحت.,,خلي قصتي لي تحت، لو سمحت.
1425,14507,corpus-6-test-corpus-26-train,KHA,هل كل مصروفات الترحيل اتضمنت؟,,هل كل مصروفات الترحيل اتضمنت؟
1426,14509,corpus-6-test-corpus-26-train,KHA,منزل ميتروبولتان اوبرا.,,منزل ميتروبولتان اوبرا.
1427,14514,corpus-6-test-corpus-26-train,KHA,وين مكتب أجر-عربية؟,وين مكتب تأجير العربات؟,وين مكتب تأجير العربات؟
1428,14519,corpus-6-test-corpus-26-dev,KHA,أنا محموم من الليلة الفاتت.,انا محموم من امبارح بالليل.,انا محموم من امبارح بالليل.
1429,14520,corpus-6-test-corpus-26-train,KHA,هو ما مذاقي.,دا ما بناسب ذوقي.,ده ما بناسب ذوقي.
1430,14530,corpus-6-test-corpus-26-train,KHA,ياتو خضروات عندك؟,عندك ياتو خضروات؟,عندك ياتو خضروات؟
1431,14531,corpus-6-test-corpus-26-test,KHA,داير كيرلي خفيف.,,داير كيرلي خفيف.
1432,14534,corpus-6-test-corpus-26-train,KHA,متين بجي الدكتور؟,,متين بجي الدكتور؟
1433,14537,corpus-6-test-corpus-26-train,KHA,هو اللون الغلط.,,هو اللون الغلط.
1434,14538,corpus-6-test-corpus-26-train,KHA,السن اتكسرت.,,السن اتكسرت.
1435,14542,corpus-6-test-corpus-26-train,KHA,هل دا مقعد ممر ول مقعد شباك؟,,هل ده مقعد ممر ولا مقعد شباك؟
1436,14557,corpus-6-test-corpus-26-train,KHA,أنا في المشي.,انا قاعد اتمشى,انا قاعد اتمشى
1437,14564,corpus-6-test-corpus-26-dev,KHA,بتقدر توصل شنطتي للغرفة؟,,بتقدر توصل شنطتي للغرفة؟
1438,14573,corpus-6-test-corpus-26-train,KHA,وريني واحد لسيدة شابة.,,وريني واحد لسيدة شابة.
1439,14590,corpus-6-test-corpus-26-train,KHA,ممكن تقيف هنا؟,,ممكن تقيف هنا؟
1440,14593,corpus-6-test-corpus-26-dev,KHA,عندك اي شي بحوالي تمنين دولار بالظبط؟,,عندك اي شي بي حوالي ثمانين دولار بالظبط؟
1441,14605,corpus-6-test-corpus-26-train,KHA,انا عطشان.,,انا عطشان.
1442,14612,corpus-6-test-corpus-26-train,KHA,لبن لا، من فضلك.,,لبن لا، من فضلك.
1443,14683,corpus-6-test-corpus-26-dev,KHA,عندي تلات شنط.,,عندي ثلاث شنط.
1444,14685,corpus-6-test-corpus-26-train,KHA,وين البحيرة؟,,وين البحيرة؟
1445,14693,corpus-6-test-corpus-26-test,KHA,اعزرني، اضغط زر التصوير، من فضلك.,,اعزرني، اضغط زر التصوير، من فضلك.
1446,14709,corpus-6-test-corpus-26-train,KHA,ممكن اخد مجلة ول حاجة؟,,ممكن اخد مجلة ولا حاجة؟
1447,14718,corpus-6-test-corpus-26-train,KHA,إنه الجنوب.,هو الجنوب.,هو الجنوب.
1448,14721,corpus-6-test-corpus-26-train,KHA,كم سعر مقاعد البلكونة؟,,كم سعر مقاعد البلكونة؟
1449,14734,corpus-6-test-corpus-26-test,KHA,دايرين غرفة كاشفة البحيرة.,,دايرين غرفة كاشفة البحيرة.
1450,14737,corpus-6-test-corpus-26-train,KHA,هل في صناديق بريد قريب من هنا؟,,هل في صناديق بريد قريب من هنا؟
1451,14757,corpus-6-test-corpus-26-train,KHA,كله تمام. ح آخدك هناك.,,كله تمام. حاخدك هناك.
1452,14761,corpus-6-test-corpus-26-train,KHA,الجزء المكتوب بميل يشير للتغييرات في تسعينات القرن العشرين.,,الجزء المكتوب بميل يشير للتغييرات في تسعينات القرن العشرين.
1453,14763,corpus-6-test-corpus-26-train,KHA,عمره تلاتين سنة.,,عمره ثلاثين سنة.
1454,14777,corpus-6-test-corpus-26-test,KHA,كله تمام. ممكن تكتب العنوان مرة تانية في الظرف دا؟,,كله تمام. ممكن تكتب العنوان مرة ثانية في الظرف ده؟
1455,14783,corpus-6-test-corpus-26-train,KHA,داير أمشي لي الهارودس. ممكن ترسم خريطة، من فضلك؟,,داير امشي لي الهارودس. ممكن ترسم خريطة، من فضلك؟
1456,14786,corpus-6-test-corpus-26-train,KHA,ماذا تفعل لم يكون عندك زمن بديل؟,بتعمل شنو لمن يكون عندك وقت فاضي؟,بتعمل شنو لمن يكون عندك وقت فاضي؟
1457,14789,corpus-6-test-corpus-26-train,KHA,هل عندك بطاريات للكاميرا دي؟,,هل عندك بطاريات للكاميرا دي؟
1458,14805,corpus-6-test-corpus-26-train,KHA,داير كيبل للتصوير عن بعد.,,داير كيبل للتصوير عن بعد.
1459,14807,corpus-6-test-corpus-26-train,KHA,هل انت الأخير في الصف؟,,هل انت الأخير في الصف؟
1460,14810,corpus-6-test-corpus-26-train,KHA,أعتقد أنه محجوز زيادة.,,اعتقد انه محجوز زيادة.
1461,14813,corpus-6-test-corpus-26-train,KHA,طلقة جيدة. بس برة.,شوتة سمحة. بس برة.,شوتة سمحة. بس برة.
1462,14818,corpus-6-test-corpus-26-train,KHA,ممكن توريني أماكن الاهتمام هنا؟,ممكن توريني الاماكن المهمة هنا؟,ممكن توريني الاماكن المهمة هنا؟
1463,14820,corpus-6-test-corpus-26-train,KHA,هل في أي متاجر شاملة قريبة من هنا؟,هل في اي بقالات قريبة من هنا؟,هل في اي بقالات قريبة من هنا؟
1464,14854,corpus-6-test-corpus-26-dev,KHA,انا برضوا.,انا برضو.,انا برضو.
1465,14862,corpus-6-test-corpus-26-train,KHA,داير انضم من سان دييغو.,,داير انضم من سان دييغو.
1466,14863,corpus-6-test-corpus-26-train,KHA,كنت بفكر في اخد الكورس داك السمستر الجاي.,كنت بفكر اخد الكورس داك السمستر الجاي.,كنت بفكر اخد الكورس داك السمستر الجاي.
1467,14887,corpus-6-test-corpus-26-train,KHA,الخمرة ما باردة كفاية. ممكن تبردها اكتر؟,,الخمرة ما باردة كفاية. ممكن تبردها اكثر؟
1468,14901,corpus-6-test-corpus-26-dev,KHA,هل ممكن تبدل الحلق ده الى كليبسات؟,هل ممكن تبدل الحلق ده لي كليبسات؟,هل ممكن تبدل الحلق ده لي كليبسات؟
1469,14903,corpus-6-test-corpus-26-train,KHA,شنو اكتر شي مهتم بيه الآن؟,,شنو اكثر شي مهتم بيه الآن؟
1470,14905,corpus-6-test-corpus-26-train,KHA,داير إعادة دفع . ممكن احصل علي قروشي راجعة؟,داير اعادة دفع . ممكن قروشي راجعة؟,داير اعادة دفع . ممكن قروشي راجعة؟
1471,14926,corpus-6-test-corpus-26-train,KHA,أنا احتمال ما اقدر ألقى مشروب زي دا في أي مكان تاني.,,انا احتمال ما اقدر القى مشروب زي ده في اي مكان ثاني.
1472,14933,corpus-6-test-corpus-26-train,KHA,إذا اشتريت دا برضه، ح يعمل القيمة المعفاة من الضرائب.,,اذا اشتريت ده برضو، حيعمل القيمة المعفاة من الضرائب.
1473,14952,corpus-6-test-corpus-26-train,KHA,ممكن اشوف شهادة التطعيم حقتك، من فضلك؟,,ممكن اشوف شهادة التطعيم حقتك، من فضلك؟
1474,14960,corpus-6-test-corpus-26-train,KHA,هل انت بتسافر كتير؟,,هل انت بتسافر كثير؟
1475,14969,corpus-6-test-corpus-26-train,KHA,انا جاي من الولايات. المتحدة.,انا جاي من الولايات المتحدة.,انا جاي من الولايات المتحدة.
1476,14976,corpus-6-test-corpus-26-train,KHA,عندي تزكرة جوية لسان فرانسيسكو.,,عندي تزكرة جوية لي سان فرانسيسكو.
1477,14998,corpus-6-test-corpus-26-train,KHA,إذا هو فقط خمسين دقيقة من المحطة، ادا ح أمشي.,اذا هو فقط خمسين دقيقة من المحطة، اذا ح امشي.,اذا هو فقط خمسين دقيقة من المحطة، اذا حامشي.
1478,15019,corpus-6-test-corpus-26-train,KHA,داير فندق أرخص شوية.,,داير فندق ارخص شوية.
1479,15020,corpus-6-test-corpus-26-test,KHA,بونساي شكله زي هواية زول قديم.,بونساي شكلها زي هواية زول قديم.,بونساي شكلها زي هواية زول قديم.
1480,15024,corpus-6-test-corpus-26-dev,KHA,ما قررت لسة. ممكن تديني زمن اكتر شوية؟,,ما قررت لسا. ممكن تديني زمن اكثر شوية؟
1481,15025,corpus-6-test-corpus-26-train,KHA,عندي صداع.,,عندي صداع.
1482,15036,corpus-6-test-corpus-26-dev,KHA,ممكن تنضم لي لقهوة؟,,ممكن تنضم لي لي قهوة؟
1483,15037,corpus-6-test-corpus-26-train,KHA,داير شهادة طبية و ايصال لتأميني.,,داير شهادة طبية و ايصال لي تأميني.
1484,15046,corpus-6-test-corpus-26-test,KHA,اوه، لا. من فضلك أسرع. نحن متأخرين.,,اوه، لا. من فضلك اسرع. نحن متأخرين.
1485,15051,corpus-6-test-corpus-26-train,KHA,ما داير انفق اكتر من عشرين دولار.,,ما داير انفق اكثر من عشرين دولار.
1486,15062,corpus-6-test-corpus-26-train,KHA,لي الرحلة ما بتقلع؟ وريني الحاصل شنو.,,لي الرحلة ما بتقلع؟ وريني الحاصل شنو.
1487,15073,corpus-6-test-corpus-26-test,KHA,كم سعر الأجرة؟ ممكن تكتب الأجرة برة في قطعة ورقة؟,,كم سعر الأجرة؟ ممكن تكتب الأجرة برة في قطعة ورقة؟
1488,15083,corpus-6-test-corpus-26-train,KHA,دير أأجر كرسي سطح.,,دير اأجر كرسي سطح.
1489,15087,corpus-6-test-corpus-26-train,KHA,انتظر دقيقة، من فضلك.,,انتظر دقيقة، من فضلك.
1490,15088,corpus-6-test-corpus-26-test,KHA,هل مفروض السيدات يلبسوا فساتين رسمية؟,,هل مفروض السيدات يلبسوا فساتين رسمية؟
1491,15095,corpus-6-test-corpus-26-train,KHA,ما تهبشني.,,ما تهبشني.
1492,15109,corpus-6-test-corpus-26-train,KHA,هل عندك سجائر؟,,هل عندك سجاير؟
1493,15123,corpus-6-test-corpus-26-train,KHA,اذا الرياح ما قوية شديد، ممكن نمشي لتيكي بوينت.,اذا الهوا ما قوي شديد، ممكن نمشي لي تيكي بوينت.,اذا الهوا ما قوي شديد، ممكن نمشي لي تيكي بوينت.
1494,15126,corpus-6-test-corpus-26-train,KHA,رائع.,ممتاز.,ممتاز.
1495,15133,corpus-6-test-corpus-26-train,KHA,ح اقفل الآن. شكرا ليك لانتباهك.,,حاقفل الآن. شكرا ليك لانتباهك.
1496,15145,corpus-6-test-corpus-26-dev,KHA,هل عندك دا بأي لون تاني؟,,هل عندك ده بي أي لون تاني؟
1497,15149,corpus-6-test-corpus-26-train,KHA,من هو؟,هو منو؟,هو منو؟
1498,15157,corpus-6-test-corpus-26-train,KHA,اعزرني. ممكن توريني وين موقف التكسي؟,,اعزرني. ممكن توريني وين موقف التكسي؟
1499,15170,corpus-6-test-corpus-26-train,KHA,و الشراب؟,,و الشراب؟
1500,15181,corpus-6-test-corpus-26-train,KHA,هندا ليه.,,هنده ليه.
1501,15201,corpus-6-test-corpus-26-train,KHA,وين أقرب متجر أجهزة؟,,وين اقرب متجر اجهزة؟
1502,15206,corpus-6-test-corpus-26-train,KHA,هممم. ما شغال، ول لا؟ ممكن تحركه لمقعد فاضي، إذا داير.,هممم. ما شغال، ولا شنو؟ ممكن تحركه لمقعد فاضي، اذا داير.,هممم. ما شغال، ولا شنو؟ ممكن تحركه لي مقعد فاضي، اذا داير.
1503,15221,corpus-6-test-corpus-26-train,KHA,انا بفتش لي دا.,,انا بفتش لي ده.
1504,15240,corpus-6-test-corpus-26-train,KHA,كله تمام سيدي. و تحب شنو للتحلية؟,,كله تمام سيدي. و تحب شنو للتحلية؟
1505,15246,corpus-6-test-corpus-26-train,KHA,عربة عادية ول بولمان؟,عربية عادية ولا بولمان؟,عربية عادية ولا بولمان؟
1506,15247,corpus-6-test-corpus-26-train,KHA,شيكات سياحية . شكرا ليك . دي تزكرتك و بطاقة ركوبك . كن هناك، من فضلك، قبل ساعة من زمن الرحلة.,شيكات سياحية . شكرا ليك . دي تزكرتك و بطاقة الركوب . كون هناك، من فضلك، قبل ساعة من زمن الرحلة.,شيكات سياحية . شكرا ليك . دي تزكرتك و بطاقة الركوب . كون هناك، من فضلك، قبل ساعة من زمن الرحلة.
1507,15257,corpus-6-test-corpus-26-test,KHA,هو ألم حاد.,,هو الم حاد.
1508,15259,corpus-6-test-corpus-26-train,KHA,الاسم جورو موتوياما. و الرقم صفر تلاتة تلاتة اتنين ستة واحد اتنين أربعة تسعة خمسة.,,الاسم جورو موتوياما. و الرقم صفر ثلاثة ثلاثة اثنين ستة واحد اثنين اربعة تسعة خمسة.
1509,15262,corpus-6-test-corpus-26-train,KHA,حاسس انى عيان جدا.,,حاسس اني عيان جدا.
1510,15274,corpus-6-test-corpus-26-train,KHA,"ما هي أوقات العرض ل""كوسيس لف""؟","اوقات العرض حقة ""كوسيس لف"" شنو؟","اوقات العرض حقة ""كوسيس لف"" شنو؟"
1511,15283,corpus-6-test-corpus-26-train,KHA,كلو تمام. ح تاخد قهوتك أسى ول لاحقا؟,كلو تمام. ح تاخد قهوتك اسى ولا بعدين؟,كلو تمام. حتاخد قهوتك اسى ولا بعدين؟
1512,15292,corpus-6-test-corpus-26-train,KHA,وريني اسخن نادي ريقي في نيويورك.,وريني اضبط نادي ريقي في نيويورك.,وريني اضبط نادي ريقي في نيويورك.
1513,15295,corpus-6-test-corpus-26-test,KHA,في ياتو طريقة منتجك مختلف من منافسينك؟,,في ياتو طريقة منتجك مختلف من منافسينك؟
1514,15296,corpus-6-test-corpus-26-train,KHA,هل اوكي ان مافي زول بسمع تعليمات الأمان؟,عادي ان مافي زول بسمع تعليمات الأمان؟,عادي ان مافي زول بسمع تعليمات الأمان؟
1515,15319,corpus-6-test-corpus-26-train,KHA,هل طريق خلفي خطر؟,هل الشارع الخلفي خطر؟,هل الشارع الخلفي خطر؟
1516,15320,corpus-6-test-corpus-26-train,KHA,نعم، من فضلك اخد الإجراء الضروري.,,نعم، من فضلك اخد الإجراء الضروري.
1517,15323,corpus-6-test-corpus-26-train,KHA,نعم، واحد بس. متين ح اعرف؟ كيف ح أكون اتعوضت؟,,نعم، واحد بس. متين حاعرف؟ كيف حاكون اتعوضت؟
1518,15331,corpus-6-test-corpus-26-dev,KHA,هنا بطاقتي التعريفية.,,هنا بطاقتي التعريفية.
1519,15337,corpus-6-test-corpus-26-train,KHA,بنفضل طربيزة على الشباك.,,بنفضل طربيزة على الشباك.
1520,15347,corpus-6-test-corpus-26-train,KHA,من فضلك وريني الطريقة الارخص للمشي لسان فرانسيسكو.,من فضلك وريني الطريقة الارخص لي سان فرانسيسكو.,من فضلك وريني الطريقة الارخص لي سان فرانسيسكو.
1521,15362,corpus-6-test-corpus-26-train,KHA,هل بتعرف الكافيتيريا، كيويا؟,,هل بتعرف الكافيتيريا، كيويا؟
1522,15378,corpus-6-test-corpus-26-train,KHA,اتجاه واحد.,,اتجاه واحد.
1523,15380,corpus-6-test-corpus-26-train,KHA,أنا ح ابقى سمين بس قاعد هنا أكل باستمرار.,انا ح ابقى سمين اذا بس قاعد هنا باكل باستمرار.,انا حابقى سمين اذا بس قاعد هنا باكل باستمرار.
1524,15400,corpus-6-test-corpus-26-train,KHA,هل هناك نادي ليلى جيد مع عرض فلامنجو؟,هل في نادي ليلى كويس عندو عرض فلامنجو؟,هل في نادي ليلي كويس عنده عرض فلامنجو؟
1525,15419,corpus-6-test-corpus-26-train,KHA,داك فستان جميل فيك.,,داك فستان جميل فيك.
1526,15431,corpus-6-test-corpus-26-train,KHA,رجلي تؤلم.,رجلي بتألم.,رجلي بتألم.
1527,15436,corpus-6-test-corpus-26-train,KHA,وين أقرب مغسلة؟,,وين اقرب مغسلة؟
1528,15443,corpus-6-test-corpus-26-train,KHA,ممكن تبدل المقاعد معاي، من فضلك؟,,ممكن تبدل المقاعد معاي، من فضلك؟
1529,15447,corpus-6-test-corpus-26-train,KHA,مقاعدنا اتفصلت.,,مقاعدنا اتفصلت.
1530,15452,corpus-6-test-corpus-26-train,KHA,بالتأكيد، داير احصل علي الحزمة دي مأمنة برضه.,بالتأكيد، داير الحزمة دي مأمنة برضه.,بالتأكيد، داير الحزمة دي مأمنة برضه.
1531,15463,corpus-6-test-corpus-26-train,KHA,الفاتورة تجي مية دولار.,,الفاتورة تجي مية دولار.
1532,15464,corpus-6-test-corpus-26-test,KHA,مخارج الطوارئ موضوعة في الأمام، النص، و خلف الطائرة دي.,مخارج الطوارئ قدام، في النص، و ورة الطيارة دي.,مخارج الطوارئ قدام، في النص، و ورة الطيارة دي.
1533,15470,corpus-6-test-corpus-26-train,KHA,كلوا تمام، حجزك تم إعادة تأكيده.,كلو تمام، حجزك تم إعادة تأكيده.,كله تمام، حجزك تم اعادة تأكيده.
1534,15476,corpus-6-test-corpus-26-train,KHA,الكعوب عالية شديد.,,الكعوب عالية شديد.
1535,15477,corpus-6-test-corpus-26-train,KHA,دايرين طربيزة في الشرفة.,,دايرين طربيزة في الشرفة.
1536,15482,corpus-6-test-corpus-26-train,KHA,بيعني ان الفلم احتمال ما يكون مناسب للأطفال أقل من خمستاشر. عشان كدا الوالدين بحتاجوا يختوا في الاعتبار سواء يخلوا الأطفال يحضروا الفلم.,,بيعني ان الفلم احتمال ما يكون مناسب للأطفال اقل من خمستاشر. عشان كدا الوالدين بحتاجوا يختوا في الاعتبار سواء يخلوا الأطفال يحضروا الفلم.
1537,15487,corpus-6-test-corpus-26-train,KHA,كيف داير القروش؟ من فضلك املأ الورقة دي و وقع هنا.,,كيف داير القروش؟ من فضلك املأ الورقة دي و وقع هنا.
1538,15509,corpus-6-test-corpus-26-train,KHA,أحيانا بطني بتوجع.,,احيانا بطني بتوجع.
1539,15522,corpus-6-test-corpus-26-train,KHA,هل عندك أطباق منخفضة السعرات الحرارية؟ انا في حمية أسى.,,هل عندك اطباق منخفضة السعرات الحرارية؟ انا في حمية اسي.
1540,15529,corpus-6-test-corpus-26-dev,KHA,ما ضروري الشحن.,,ما ضروري الشحن.
1541,15539,corpus-6-test-corpus-26-train,KHA,نعم، أنا عندي تزكرتين للجيانتس و دودقرس.,,نعم، انا عندي تزكرتين للجيانتس و دودقرس.
1542,15546,corpus-6-test-corpus-26-train,KHA,نحن واحد من قمة الموردين بتاعين المايكروكمبيوترات.,,نحن واحد من قمة الموردين بتاعين المايكروكمبيوترات.
1543,15553,corpus-6-test-corpus-26-train,KHA,شكرا ليك. أنا برضه. مع السلامة لغاية الوقت داك.,,شكرا ليك. انا برضه. مع السلامة لغاية الوقت داك.
1544,15564,corpus-6-test-corpus-26-train,KHA,غرفة مزدوجة مع حمام، من فضلك.,,غرفة مزدوجة مع حمام، من فضلك.
1545,15566,corpus-6-test-corpus-26-train,KHA,أنا وقعت على السلالم.,,انا وقعت على السلالم.
1546,15575,corpus-6-test-corpus-26-train,KHA,ياتو اسكريم انت بتزكي؟,,ياتو اسكريم انت بتزكي؟
1547,15577,corpus-6-test-corpus-26-dev,KHA,اممم. الواحد دا. اللون شكله سمح عليك.,,اممم. الواحد ده. اللون شكله سمح عليك.
1548,15598,corpus-6-test-corpus-26-test,KHA,وين كتب اللغة الأجنبية؟,,وين كتب اللغة الأجنبية؟
1549,15604,corpus-6-test-corpus-26-train,KHA,شريحتين و اسبرايت.,,شريحتين و اسبرايت.
1550,15607,corpus-6-test-corpus-26-test,KHA,اديني بعض السجائر.,اديني شوية سجائر,اديني شوية سجاير
1551,15610,corpus-6-test-corpus-26-dev,KHA,غير قانوني انك تجيبه في البلد - آسف . طيب، أظن داك ي كل شي.,غير قانوني انك تجيبه في البلد - آسف . طيب، اظن ده كل شي.,غير قانوني انك تجيبه في البلد - آسف . طيب، اظن ده كل شي.
1552,15652,corpus-6-test-corpus-26-train,KHA,نعم، أنا هو. اعتادوا يسكنوا جنبي في كاليفورنيا لكن انتقلت الى فلوريدا قبل سنتين. كيف عنك انت؟ هل بتسافر براك؟,نعم، انا هو. كانوا ساكنين جنبي في كاليفورنيا لكن رحلت لي فلوريدا قبل سنتين. و انت كيف؟ هل بتسافر براك؟,نعم، انا هو. كانوا ساكنين جنبي في كاليفورنيا لكن رحلت لي فلوريدا قبل سنتين. و انت كيف؟ هل بتسافر براك؟
1553,15664,corpus-6-test-corpus-26-train,KHA,انا عيان.,,انا عيان.
1554,15666,corpus-6-test-corpus-26-train,KHA,طفلي شكله مرهق نتيجة الحمى.,طفلي شكله مرهق من الحمى.,طفلي شكله مرهق من الحمى.
1555,15673,corpus-6-test-corpus-26-train,KHA,في المقاس دا، من فضلك.,,في المقاس ده، من فضلك.
1556,15674,corpus-6-test-corpus-26-train,KHA,درجات المزايا الثقافية يبدوها لفنانين وعلماء مميزين في اليوم داك.,,درجات المزايا الثقافية يبدوها لفنانين وعلماء مميزين في اليوم داك.
1557,15676,corpus-6-test-corpus-26-train,KHA,انا ياباني. سعر الغرفة هو ستة ألف ين لليلة.,,انا ياباني. سعر الغرفة هو ستة الف ين لليلة.
1558,15692,corpus-6-test-corpus-26-train,KHA,داك غالي شديد.,,داك غالي شديد.
1559,15699,corpus-6-test-corpus-26-train,KHA,نعم. اخد البص البمشي لي كيوتوايكي.,,نعم. اخد البص البمشي لي كيوتوايكي.
1560,15710,corpus-6-test-corpus-26-train,KHA,هل هو للأعضاء فقط؟,,هل هو للأعضاء فقط؟
1561,15735,corpus-6-test-corpus-26-dev,KHA,سعر الغرفة هو ستة ألف ين لليلة.,,سعر الغرفة هو ستة الف ين لليلة.
1562,15763,corpus-6-test-corpus-26-train,KHA,ممكن اجيب دا في ركوب الطيارة؟,,ممكن اجيب دا في ركوب الطيارة؟
1563,15775,corpus-6-test-corpus-26-train,KHA,اوكي. كل الداير أعرفه ما إذا كان العمل أبدا ح يدفع بطريقته.,اوكي. كل الداير اعرفه اذا كان الشغل ح يدفع مصاريفه.,اوكي. كل الداير اعرفه اذا كان الشغل حيدفع مصاريفه.
1564,15784,corpus-6-test-corpus-26-train,KHA,تمام. داير وشاح عشان يمشي مع داك؟,,تمام. داير وشاح عشان يمشي مع داك؟
1565,15788,corpus-6-test-corpus-26-train,KHA,أعد شحن البطاريه، من فضلك.,اشحن البطاريه، من فضلك.,اشحن البطاريه، من فضلك.
1566,15791,corpus-6-test-corpus-26-train,KHA,انا جاهز للطلب.,انا جاهز اطلب.,انا جاهز اطلب.
1567,15798,corpus-6-test-corpus-26-dev,KHA,أملاح الحمام العشبي بتخلي بشرتك تحس ناعمة و ملساء.,املاح الحمام العشبي بتخلي بشرتك ناعمة و ملساء.,املاح الحمام العشبي بتخلي بشرتك ناعمة و ملسا.
1568,15804,corpus-6-test-corpus-26-train,KHA,اكتب اسم الخطوط الجوية و رقم الرحلة، برضه.,,اكتب اسم الخطوط الجوية و رقم الرحلة، برضه.
1569,15814,corpus-6-test-corpus-26-train,KHA,حقيقة. اليوم هو الأحد، و الأحد اكعب يوم.,,حقيقة. اليوم هو الأحد، و الأحد اكعب يوم.
1570,15896,corpus-6-test-corpus-26-train,KHA,نعم، هي مشكلة عدم تصرف.,,نعم، هي مشكلة عدم تصرف.
1571,15897,corpus-6-test-corpus-26-train,KHA,داير الشكل دا في وضع خمسة أماكن.,,داير الشكل ده في وضع خمسة اماكن.
1572,15899,corpus-6-test-corpus-26-train,KHA,أسر كثيرة عندهم دخول مزدوجة.,,اسر كثيرة عندهم دخول مزدوجة.
1573,15902,corpus-6-test-corpus-26-train,KHA,"اوه. الفضة دي نادرة ""القمر و الجرس"" . اكيد داير تبادلا؟",,"اوه. الفضة دي نادرة ""القمر و الجرس"" . اكيد داير تبادلا؟"
1574,15911,corpus-6-test-corpus-26-train,KHA,أمي و اختي جاين من اليابان عشان يشوفوني . ح يوصلوا حوالي سبعة في المساء.,امي و اختي جايين من اليابان عشان يشوفوني . ح يصلوا حوالي سبعة في المساء.,امي و اختي جايين من اليابان عشان يشوفوني . حيصلوا حوالي سبعة في المساء.
1575,15942,corpus-6-test-corpus-26-train,KHA,البني شعبي جدا السنة دي.,,البني شعبي جدا السنة دي.
1576,15950,corpus-6-test-corpus-26-test,KHA,فكرة جيدة. متين مخطط تجي؟,,فكرة جيدة. متين مخطط تجي؟
1577,15967,corpus-6-test-corpus-26-train,KHA,أوكي. مقعدين، من فضلك.,,اوكي. مقعدين، من فضلك.
1578,15989,corpus-6-test-corpus-26-train,KHA,وين السوق؟,,وين السوق؟
1579,16007,corpus-6-test-corpus-26-train,KHA,أنا بفتش لطريقة لتجريب بدلة السباق حقتي.,انا بفتش لطريقة اجرب بدلة السباق حقتي.,انا بفتش لي طريقة اجرب بدلة السباق حقتي.
1580,16016,corpus-6-test-corpus-26-train,KHA,أنا اعتقدت ي شباب أنكم اكلتوا دونات.,يا شباب انا قايلكم اكلتوا دونات.,يا شباب انا قايلكم اكلتوا دونات.
1581,16034,corpus-6-test-corpus-26-train,KHA,كم تكلفة تزكرة درجة أولى إلى ادينبيره، من فضلك؟,كم تكلفة تزكرة درجة اولى لي ادينبيره، من فضلك؟,كم تكلفة تزكرة درجة اولى لي ادينبيره، من فضلك؟
