,raw,coda
5979,هو,هو
5980,الشارع,الشارع
5981,دا,ده
5982,تجاه,تجاه
5983,الشاطئ,الشاطئ
5984,الشاي,الشاي
5985,العشبي,العشبي
5986,دا,ده
5987,بساعد,بساعد
5988,في,في
5989,تجديد,تجديد
5990,الجسم,الجسم
5991,دي,دي
5992,ما,ما
5993,مصنوعة,مصنوعة
5994,في,في
5995,اليابان,اليابان
5996,ولا,ولا
5997,لا,لا
5998,كله,كله
5999,تمام,تمام
6000,الشارع,الشارع
6001,دا,ده
6002,من,من
6003,فضلك,فضلك
6004,ح,حاوديك
6005,اوديك,لي
6006,لغرفتك,غرفتك
6007,لازم,لازم
6008,امشي,امشي
6009,من,من
6010,الفندق,الفندق
6011,قبل,قبل
6012,الظهر,الظهر
6013,اتنين,اثنين
6014,هامبرقر,هامبرقر
6015,و,و
6016,قهوتين,قهوتين
6017,من,من
6018,فضلك,فضلك
6019,داير,داير
6020,اشيلهم,اشيلهم
6021,برة,برة
6022,ممكن,ممكن
6023,اشيل,اشيل
6024,الشنط,الشنط
6025,دي,دي
6026,طلبت,طلبت
6027,لحم,لحم
6028,ما,ما
6029,سمك,سمك
6030,ممكن,ممكن
6031,تغير,تغير
6032,دا,ده
6033,طفلي,طفلي
6034,اتحذر,اتحذر
6035,تماما,تماما
6036,انا,انا
6037,مريض,مريض
6038,في,في
6039,المعدة,المعدة
6040,الجاكيت,الجاكيت
6041,دا,ده
6042,ما,ما
6043,مقاسي,مقاسي
6044,داير,داير
6045,اقابل,اقابل
6046,مستر,مستر
6047,ويليام,ويليام
6048,السن,السن
6049,ملكلكة,ملكلكة
6050,ممكن,ممكن
6051,ارجع,ارجع
6052,قروشي,قروشي
6053,لمن,لمن
6054,ارجع,ارجع
6055,لليابان,لليابان
6056,الصحن,الصحن
6057,دا,ده
6058,مصنوع,مصنوع
6059,من,من
6060,شنو,شنو
6061,ده,ده
6062,مصنوع,مصنوع
6063,في,في
6064,ياتو,ياتو
6065,بلد,بلد
6066,ممكن,ممكن
6067,تعمله,تعمله
6068,في,في
6069,عشرة,عشرة
6070,دقائق,دقائق
6071,انا,انا
6072,ما,ما
6073,كويس,كويس
6074,في,في
6075,الإنجليزي,الإنجليزي
6076,هل,هل
6077,في,في
6078,اي,اي
6079,زول,زول
6080,هنا,هنا
6081,بتكلم,بتكلم
6082,ياباني,ياباني
6083,وين,وين
6084,ممكن,ممكن
6085,القى,القى
6086,رمز,رمز
6087,النفق,النفق
6088,ما,ما
6089,اظن,اظن
6090,ان,ان
6091,داك,داك
6092,لي,لي
6093,لأن,لأن
6094,بشرتي,بشرتي
6095,جافة,جافة
6096,شديد,شديد
6097,ممكن,ممكن
6098,اجد,اجد
6099,جدول,جدول
6100,زمني,زمني
6101,من,من
6102,فضلك,فضلك
6103,تسعة,تسعة
6104,وتسعين,وتسعين
6105,دولار,دولار
6106,للساعة,للساعة
6107,للطفل,للطفل
6108,انا,انا
6109,آسف,آسف
6110,خلصنا,خلصنا
6111,لازم,لازم
6112,يكون,يكون
6113,هادئ,هادئ
6114,عندى,عندي
6115,معداتي,معداتي
6116,الخاصة,الخاصة
6117,مفتاح,مفتاح
6118,غرفة,غرفة
6119,خمسة,خمسة
6120,صفر,صفر
6121,تلاتة,ثلاثة
6122,من,من
6123,فضلك,فضلك
6124,ياتو,ياتو
6125,زمن,زمن
6126,ترمنال,ترمنال
6127,مان,مان
6128,بكون,بكون
6129,معروض,معروض
6130,عند,عند
6131,الساعة,الساعة
6132,سبعة,سبعة
6133,من,من
6134,فضلك,فضلك
6135,شنطتي,شنطتي
6136,اتدمرت,اتدمرت
6137,سياحة,سياحة
6138,انا,انا
6139,جيت,جيت
6140,من,من
6141,اسبانيا,اسبانيا
6142,في,في
6143,حاجة,حاجة
6144,غلط,غلط
6145,في,في
6146,مفتاح,مفتاح
6147,البطاقة,البطاقة
6148,ممكن,ممكن
6149,تديني,تديني
6150,واحد,واحد
6151,تاني,ثاني
6152,من,من
6153,فضلك,فضلك
6154,عندي,عندي
6155,طفح,طفح
6156,في,في
6157,يديني,يديني
6158,رسل,رسل
6159,دي,دي
6160,جويا,جويا
6161,لليابان,لليابان
6162,من,من
6163,فضلك,فضلك
6164,وين,وين
6165,اقرب,اقرب
6166,صيدلية,صيدلية
6167,خمرة,خمرة
6168,تانية,ثانية
6169,من,من
6170,فضلك,فضلك
6171,ناس,ناس
6172,ودودين,ودودين
6173,جدا,جدا
6174,كم,كم
6175,مشروب,مشروب
6176,متضمن,متضمن
6177,في,في
6178,السعر,السعر
6179,انت,انت
6180,عملتها,عملتها
6181,وين,وين
6182,بوابة,بوابة
6183,الدخول,الدخول
6184,للرحلة,للرحلة
6185,دي,دي
6186,لو,لو
6187,في,في
6188,ممكن,ممكن
6189,تحجز,تحجز
6190,طربيزة,طربيزة
6191,جنب,جنب
6192,الشباك,الشباك
6193,اعلانات,اعلانات
6194,الأربعاء,الأربعاء
6195,كانت,كانت
6196,اساسا,اساسا
6197,معمولة,معمولة
6198,نحن,نحن
6199,في,في
6200,ارتفاع,ارتفاع
6201,اتناشر,اتنعشر
6202,الف,الف
6203,قدم,قدم
6204,اولا,اولا
6205,دايرين,دايرين
6206,نشوف,نشوف
6207,وول,وول
6208,استريت,استريت
6209,وين,وين
6210,موقف,موقف
6211,البص,البص
6212,لاكسفورد,لاكسفورد
6213,ممكن,ممكن
6214,نشوف,نشوف
6215,محافظ,محافظ
6216,جلدية,جلدية
6217,خلينا,خلينا
6218,نحضر,نحضر
6219,التلفزيون,التلفزيون
6220,في,في
6221,لعبة,لعبة
6222,بيسبول,بيسبول
6223,شغالة,شغالة
6224,ممكن,ممكن
6225,تكتب,تكتب
6226,عنوانك,عنوانك
6227,هنا,هنا
6228,من,من
6229,فضلك,فضلك
6230,وريني,وريني
6231,وين,وين
6232,اقرب,اقرب
6233,صيدلية,صيدلية
6234,لي,لي
6235,فندقي,فندقي
6236,من,من
6237,فضلك,فضلك
6238,عنوان,عنوان
6239,فندقي,فندقي
6240,هنا,هنا
6241,في,في
6242,كم,كم
6243,ولاية,ولاية
6244,غير,غير
6245,طوكيو,طوكيو
6246,اقفل,اقفل
6247,الخط,الخط
6248,و,و
6249,انتظر,انتظر
6250,شوية,شوية
6251,من,من
6252,فضلك,فضلك
6253,انت,انت
6254,عادة,عادة
6255,بتعمل,بتعمل
6256,شنو,شنو
6257,في,في
6258,البيت,البيت
6259,بعد,بعد
6260,العشاء,العشا
6261,بالتأكيد,بالتأكيد
6262,متين,متين
6263,داير,داير
6264,تلعب,تلعب
6265,قولف,قولف
6266,داير,داير
6267,اتصل,اتصل
6268,بالسفارة,بالسفارة
6269,اليابانية,اليابانية
6270,زيادة,زيادة
6271,شوية,شوية
6272,من,من
6273,وين,وين
6274,بتغادر,بتغادر
6275,بصات,بصات
6276,معالم,معالم
6277,المدينة,المدينة
6278,كم,كم
6279,بتشحن,بتشحن
6280,عشان,عشان
6281,اترسلو,اترسلو
6282,لليابان,لليابان
6283,ما,ما
6284,عندي,عندي
6285,اندية,اندية
6286,او,او
6287,جزم,جزم
6288,هل,هل
6289,الين,الين
6290,الياباني,الياباني
6291,تمام,تمام
6292,هل,هل
6293,عندك,عندك
6294,موستاج,موستاج
6295,مستر,مستر
6296,كاواي,كاواي
6297,عندنا,عندنا
6298,طربيزة,طربيزة
6299,ليك,ليك
6300,الآن,الآن
6301,تعال,تعال
6302,من,من
6303,هنا,هنا
6304,من,من
6305,فضلك,فضلك
6306,مكتب,مكتب
6307,الاستقبال,الاستقبال
6308,ممكن,ممكن
6309,اساعدك,اساعدك
6310,ممكن,ممكن
6311,تنزلني,تنزلني
6312,في,في
6313,فندق,فندق
6314,الهلتون,الهلتون
6315,من,من
6316,فضلك,فضلك
6317,هل,هل
6318,انت,انت
6319,دايما,دايما
6320,بتشتغل,بتشتغل
6321,متأخر,متأخر
6322,طربيزة,طربيزة
6323,لغير,لغير
6324,المدخنين,المدخنين
6325,من,من
6326,فضلك,فضلك
6327,ممكن,ممكن
6328,تخليني,تخليني
6329,اعرف,اعرف
6330,قبل,قبل
6331,ما,ما
6332,نصل,نصل
6333,دورام,دورام
6334,دا,دا
6335,فريش,فريش
6336,ما,ما
6337,صاح,صاح
6338,انت,انت
6339,دائما,دايما
6340,بتعاملني,بتعاملني
6341,ممكن,ممكن
6342,اوريك,اوريك
6343,شوية,شوية
6344,فساتين,فساتين
6345,اتهجاه,اتهجاه
6346,من,من
6347,فضلك,فضلك
6348,انا,انا
6349,سكرت,سكرت
6350,خلي,خلي
6351,بالك,بالك
6352,لأن,لأن
6353,الجو,الجو
6354,متغير,متغير
6355,شديد,شديد
6356,في,في
6357,الجبال,الجبال
6358,شيك,شيك
6359,سياحي,سياحي
6360,و,و
6361,ين,ين
6362,ياباني,ياباني
6363,اوكي,اوكي
6364,آسف,آسف
6365,انا,انا
6366,اتحققت,اتحققت
6367,من,من
6368,خدمة,خدمة
6369,الغرف,الغرف
6370,وقسم,وقسم
6371,المفقودات,المفقودات
6372,ما,ما
6373,موجود,موجود
6374,عندهم,عندهم
6375,حته,حته
6376,صعب,صعب
6377,تلقاها,تلقاها
6378,هي,هي
6379,في,في
6380,شارع,شارع
6381,فرعي,فرعي
6382,ما,ما
6383,بعرف,بعرف
6384,شي,شي
6385,عنه,عنه
6386,ممكن,ممكن
6387,نناقشه,نناقشه
6388,في,في
6389,مقهى,مقهى
6390,فهمت,فهمت
6391,في,في
6392,الحالة,الحالة
6393,ديك,ديك
6394,انا,انا
6395,ما,ما
6396,علي,علي
6397,دفع,دفع
6398,سعر,سعر
6399,التعديلات,التعديلات
6400,صاح,صاح
6401,موظف,موظف
6402,المكالمات,المكالمات
6403,من,من
6404,فضلك,فضلك
6405,ممكن,ممكن
6406,توطي,توطي
6407,السرج,السرج
6408,من,من
6409,فضلك,فضلك
6410,هل,هل
6411,حتستضيفني,حتستضيفني
6412,عندك,عندك
6413,الليلة,الليلة
6414,دي,دي
6415,فاتورتك,فاتورتك
6416,تلتمية,ثلثمية
6417,وسبعة,وسبعة
6418,وتسعين,وتسعين
6419,دولار,دولار
6420,انت,انت
6421,محظوظ,محظوظ
6422,من,من
6423,فضلك,فضلك
6424,خليها,خليها
6425,طربيزة,طربيزة
6426,مع,مع
6427,منظر,منظر
6428,ليلى,ليلي
6429,جيد,جيد
6430,هل,هل
6431,دا,دا
6432,صنع,صنع
6433,آلي,آلي
6434,ول,ولا
6435,صنع,صنع
6436,يدوي,يدوي
6437,كان,كان
6438,جميل,جميل
6439,جدا,جدا
6440,الاقيك,الاقيك
6441,ده,ده
6442,مشرط,مشرط
6443,تمام,تمام
6444,اسي,اسي
6445,خلينا,خلينا
6446,نعاين,نعاين
6447,ليك,ليك
6448,الوزن,الوزن
6449,كم,كم
6450,هل,هل
6451,في,في
6452,كافيتريا,كافيتريا
6453,صينية,صينية
6454,حوالي,حوالي
6455,هنا,هنا
6456,رصيف,رصيف
6457,خمسة,خمسة
6458,هناك,هناك
6459,كاميرتي,كاميرتي
6460,ما,ما
6461,شغالة,شغالة
6462,ممكن,ممكن
6463,تشوفها,تشوفها
6464,اعتقد,اعتقد
6465,انه,انه
6466,في,في
6467,شوية,شوية
6468,اخطاء,أخطاء
6469,في,في
6470,الفاتورة,الفاتورة
6471,من,من
6472,فضلك,فضلك
6473,اديني,اديني
6474,الواحد,الواحد
6475,داك,داك
6476,دي,دي
6477,بوابة,بوابة
6478,سبعة,سبعة
6479,هل,هل
6480,انت,انت
6481,اسكتلندي,اسكتلندي
6482,تلاتة-اتنين-واحد-اتنين,ثلاثة-اثنين-واحد-اثنين
6483,انتظر,انتظر
6484,ثانية,ثانية
6485,كله,كله
6486,تمام,تمام
6487,داير,داير
6488,ارسل,ارسل
6489,ليك,ليك
6490,حاجة,حاجة
6491,هنا,هنا
6492,اعذرني,اعذرني
6493,مئة,مية
6494,و,و
6495,خمسة,خمسة
6496,وتلاتين,وثلاثين
6497,ين,ين
6498,للدولار,للدولار
6499,ممكن,ممكن
6500,اتكلم,اتكلم
6501,مع,مع
6502,المدير,المدير
6503,لي,ليه
6504,اجرتك,اجرتك
6505,مخالفة,مخالفة
6506,للعداد,للعداد
6507,ممكن,ممكن
6508,اشوف,اشوف
6509,الواحد,الواحد
6510,دا,ده
6511,وعدت,وعدت
6512,نفسي,نفسي
6513,انو,انو
6514,لمن,لمن
6515,اشوفك,اشوفك
6516,حاعرفك,حاعرفك
6517,الحاصل,الحاصل
6518,شنو,شنو
6519,ما,ما
6520,حاسي,حاسي
6521,كويس,كويس
6522,ممكن,ممكن
6523,تقترح,تقترح
6524,طبيب,طبيب
6525,الطرف,الطرف
6526,التاني,الثاني
6527,في,في
6528,الخط,الخط
6529,اتفضل,اتفضل
6530,هل,هل
6531,هناك,هناك
6532,عرض,عرض
6533,طابق,طابق
6534,الحمام,الحمام
6535,ما,ما
6536,بدفق,بدفق
6537,كم,كم
6538,من,من
6539,الزمن,الزمن
6540,بتاخد,بتاخد
6541,من,من
6542,هنا,هنا
6543,للسيتي,للسيتي
6544,هول,هول
6545,بالارجل,بالارجل
6546,اخد,اخد
6547,الدواء,الدواء
6548,دا,دا
6549,بعد,بعد
6550,كل,كل
6551,وجبة,وجبة
6552,لمن,لمن
6553,اوجع,اوجع
6554,شديد,شديد
6555,انت,انت
6556,بتخت,بتخت
6557,القروش,القروش
6558,في,في
6559,ظرف,ظرف
6560,خاص,خاص
6561,مزخرف,مزخرف
6562,البسموه,البسموه
6563,شوقيبوكورو,شوقيبوكورو
6564,في,في
6565,زول,زول
6566,اتاذي,اتاذي
6567,بفكر,بفكر
6568,مفروض,مفروض
6569,اجيب,اجيب
6570,ليه,ليه
6571,شنو,شنو
6572,هل,هل
6573,عندك,عندك
6574,خريطة,خريطة
6575,للمترو,للمترو
6576,عندي,عندي
6577,غرفة,غرفة
6578,جاهزة,جاهزة
6579,ليك,ليك
6580,في,في
6581,القراند,القراند
6582,هوتل,هوتل
6583,ممكن,ممكن
6584,تمشي,تمشي
6585,هناك,هناك
6586,عندي,عندي
6587,وجع,وجع
6588,في,في
6589,عيني,عيني
6590,اليمين,اليمين
6591,انا,انا
6592,ما,ما
6593,كويس,كويس
6594,شديد,شديد
6595,في,في
6596,الألماني,الألماني
6597,نحن,نحن
6598,بالتأكيد,بالتأكيد
6599,مفروض,مفروض
6600,نرجع,نرجع
6601,سواء,سوا
6602,تاني,ثاني
6603,ممكن,ممكن
6604,تضيق,تضيق
6605,السروال,السروال
6606,دا,ده
6607,ممكن,ممكن
6608,استلف,استلف
6609,مضارب,مضارب
6610,و,و
6611,كورة,كورة
6612,ممكن,ممكن
6613,تحت,تحت
6614,شوية,شوية
6615,فكة,فكة
6616,ممكن,ممكن
6617,اشيل,اشيل
6618,نص,نص
6619,قزازة,قزازة
6620,هاي,هاي
6621,انا,انا
6622,جن,جن
6623,ناكاي,ناكاي
6624,اتصلت,اتصلت
6625,عن,عن
6626,شنطة,شنطة
6627,ضايعة,ضايعة
6628,قبل,قبل
6629,تلاتة,ثلاثة
6630,ايام,ايام
6631,داير,داير
6632,فندق,فندق
6633,ارخص,ارخص
6634,اوه,اوه
6635,هناك,هناك
6636,حاجات,حاجات
6637,كتيرة,كثيرة
6638,مفروض,مفروض
6639,تشوفها,تشوفها
6640,في,في
6641,قرينوتش,قرينوتش
6642,فيليج,فيليج
6643,في,في
6644,الشغل,الشغل
6645,عندي,عندي
6646,صلات,صلات
6647,شغل,شغل
6648,هناك,هناك
6649,هو,هو
6650,جاي,جاي
6651,مع,مع
6652,بدلتك,بدلتك
6653,اعذرني,اعذرني
6654,هل,هل
6655,انت,انت
6656,بتعرف,بتعرف
6657,نيويورك,نيويورك
6658,كويس,كويس
6659,داير,داير
6660,اقابل,اقابل
6661,جراح,جراح
6662,هل,هل
6663,ديل,ديل
6664,مكونات,مكونات
6665,طبيعية,طبيعية
6666,داير,داير
6667,اركب,اركب
6668,عربية,عربية
6669,رياضية,رياضية
6670,كود,كود
6671,المنطقة,المنطقة
6672,صفر,صفر
6673,تلاتة,ثلاثة
6674,الرقم,الرقم
6675,تلاتة,ثلاثة
6676,واحد,واحد
6677,تلاتة,ثلاثة
6678,اربعة,اربعة
6679,خمسة,خمسة
6680,ستة,ستة
6681,سبعة,سبعة
6682,هو,هو
6683,عانى,عانى
6684,من,من
6685,نزلة,نزلة
6686,داير,داير
6687,ارسل,ارسل
6688,دا,ده
6689,بالتسليم,بالتسليم
6690,العام,العام
6691,خليني,خليني
6692,احول,احول
6693,المكالمة,المكالمة
6694,دي,دي
6695,للزول,للزول
6696,المسؤول,المسؤول
6697,ياتو,ياتو
6698,مقاس,مقاس
6699,انت,انت
6700,داير,داير
6701,اوه,اوه
6702,حبيبي,حبيبي
6703,ما,ما
6704,لاحظت,لاحظت
6705,اني,اني
6706,لسه,لسه
6707,عندي,عندي
6708,ديلك,ديلك
6709,هل,هل
6710,الخطوط,الخطوط
6711,الجوية,الجوية
6712,ح,حتدفع
6713,تدفع,لي
6714,لفندقي,فندقي
6715,و,و
6716,تكاليف,تكاليف
6717,الوجبة,الوجبة
6718,هل,هل
6719,ديل,ديل
6720,كلهم,كلهم
6721,شنطك,شنطك
6722,كيف,كيف
6723,تتمني,تتمني
6724,تعمل,تعمل
6725,المكالمة,المكالمة
6726,تمام,تمام
6727,هو,هو
6728,غالي,غالي
6729,ما,ما
6730,مصنوع,مصنوع
6731,في,في
6732,اليابان,اليابان
6733,ول,ولا
6734,لا,لأ
6735,ممكن,ممكن
6736,من,من
6737,فضلك,فضلك
6738,تمرر,تمرر
6739,لي,لي
6740,الملح,الملح
6741,وين,وين
6742,اقرب,اقرب
6743,كافيتريا,كافيتريا
6744,من,من
6745,الفندق,الفندق
6746,دا,ده
6747,بتمنى,بتمنى
6748,ليك,ليك
6749,سنة,سنة
6750,جديدة,جديدة
6751,سعيدة,سعيدة
6752,اعذرني,اعذرني
6753,داير,داير
6754,اطلب,اطلب
6755,عندنا,عندنا
6756,جمبري,جمبري
6757,نيوبيرق,نيوبيرق
6758,و,و
6759,فخد,فخد
6760,ضان,ضان
6761,مشوي,مشوي
6762,داير,داير
6763,غرفة,غرفة
6764,بي,بي
6765,منظر,منظر
6766,جميل,جميل
6767,تلاتة,ثلاثة
6768,قزازات,قزازات
6769,بتاعت,بتاعة
6770,عصير,عصير
6771,بطيخ,بطيخ
6772,من,من
6773,فضلك,فضلك
6774,عندي,عندي
6775,تلاتة,ثلاثة
6776,اطفال,اطفال
6777,هل,هل
6778,هي,هي
6779,جولة,جولة
6780,يوم,يوم
6781,كامل,كامل
6782,وين,وين
6783,ممكن,ممكن
6784,اقعد,اقعد
6785,خلال,خلال
6786,الجولة,الجولة
6787,متين,متين
6788,زمن,زمن
6789,الخروج,الخروج
6790,كم,كم
6791,رسوم,رسوم
6792,المرشد,المرشد
6793,لليوم,لليوم
6794,وين,وين
6795,ممكن,ممكن
6796,القى,القى
6797,سيديهات,سيديهات
6798,اعذرني,اعذرني
6799,انا,انا
6800,طالب,طالب
6801,كلية,كلية
6802,من,من
6803,اليابان,اليابان
6804,هل,هل
6805,انت,انت
6806,طالب,طالب
6807,ان,ان
6808,واي,واي
6809,يو,يو
6810,ممكن,ممكن
6811,تورينا,تورينا
6812,كيف,كيف
6813,انت,انت
6814,قيمت,قيمت
6815,الفكرة,الفكرة
6816,دي,دي
6817,اكي,اكي
6818,هل,هل
6819,انت,انت
6820,بتعرف,بتعرف
6821,دكان,دكان
6822,تسجيل,تسجيل
6823,كويس,كويس
6824,قريب,قريب
6825,هنا,هنا
6826,كاش,كاش
6827,ول,ولا
6828,شحن,شحن
6829,دا,دا
6830,عدم,عدم
6831,تهذيب,تهذيب
6832,تسأل,تسأل
6833,الناس,الناس
6834,بجنوا,دخلهم
6835,كم,كم
6836,هل,هل
6837,ديل,ديل
6838,ليفايس,ليفايس
6839,خمسمية,خمسمية
6840,وواحد,وواحد
6841,اصليات,اصليات
6842,متين,متين
6843,ممكن,ممكن
6844,اخد,اخد
6845,حمام,حمام
6846,ما,ما
6847,شكلك,شكلك
6848,فوق,فوق
6849,الواحد,الواحد
6850,و,و
6851,عشرين,عشرين
6852,سنة,سنة
6853,فهمتفي,فهمتفي
6854,الحقيقة,الحقيقة
6855,فيه,فيه
6856,فلم,فلم
6857,سرعة,سرعة
6858,عالية,عالية
6859,هل,هل
6860,بتمانع,بتمانع
6861,اذا,اذا
6862,طلعتو,طلعته
6863,اشتريته,اشتريته
6864,قبل,قبل
6865,شوية,شوية
6866,تمنية,ثمانية
6867,دولارات,دولارات
6868,و,و
6869,بجي,بجي
6870,واحد,واحد
6871,اسى,اسي
6872,من,من
6873,فضلك,فضلك
6874,وريه,وريه
6875,مع,مع
6876,المشتريات,المشتريات
6877,للجمارك,للجمارك
6878,في,في
6879,المطار,المطار
6880,ياتو,ياتو
6881,دكاكين,دكاكين
6882,عندهم,عندهم
6883,تخفيضات,تخفيضات
6884,حاليا,حاليا
6885,موظف,موظف
6886,المكالمات,المكالمات
6887,اديني,اديني
6888,محطة,محطة
6889,الاطفاء,الاطفاء
6890,عندي,عندي
6891,بطارية,بطارية
6892,فاضية,فاضية
6893,اقيف,اقيف
6894,في,في
6895,التقاطع,التقاطع
6896,الجاي,الجاي
6897,اوه,اوه
6898,هندا,هندا
6899,ليه,ليه
6900,و,و
6901,هل,هل
6902,لازم,لازم
6903,واحد,واحد
6904,يملأ,يملا
6905,فورمة,فورمة
6906,تصريح,تصريح
6907,الجمارك,الجمارك
6908,دي,دي
6909,و,و
6910,ممكن,ممكن
6911,اشيل,اشيل
6912,اسمك,اسمك
6913,من,من
6914,فضلك,فضلك
6915,هل,هل
6916,بتمانع,بتمانع
6917,اذا,اذا
6918,عملت,عملت
6919,مكالمة,مكالمة
6920,على,على
6921,حساب,حساب
6922,الطرف,الطرف
6923,التاني,الثاني
6924,الو,الو
6925,كيف,كيف
6926,انت,انت
6927,وين,وين
6928,قسم,قسم
6929,الترحيل,الترحيل
6930,اسم,اسم
6931,الزول,الزول
6932,الداير,الداير
6933,تتكلم,تتكلم
6934,معاه,معاه
6935,منو,منو
6936,انا,انا
6937,آسف,آسف
6938,هو,هو
6939,ما,ما
6940,جوه,جوه
6941,اسي,اسي
6942,هل,هل
6943,غرفتك,غرفتك
6944,مطلة,مطلة
6945,على,على
6946,المدينة,المدينة
6947,اي,اي
6948,رسائل,رسائل
6949,لي,لي
6950,دائرين,دايرين
6951,غرفة,غرفة
6952,في,في
6953,الخلف,الخلف
6954,شكلك,شكلك
6955,جميل,جميل
6956,داير,داير
6957,غرفة,غرفة
6958,مزدوجة,مزدوجة
6959,كم,كم
6960,سعر,سعر
6961,الغرفة,الغرفة
6962,لليلة,لليلة
6963,هو,هو
6964,على,على
6965,بعد,بعد
6966,تسعة,تسعة
6967,وتسعين,وتسعين
6968,ميل,ميل
6969,فينس,فينس
6970,و,و
6971,ليندا,ليندا
6972,دايرين,دايرين
6973,يقعدوا,يقعدوا
6974,براهم,براهم
6975,عشان,عشان
6976,كدا,كده
6977,آسف,آسف
6978,لازم,لازم
6979,اقعد,اقعد
6980,هنا,هنا
6981,الليلة,الليلة
6982,من,من
6983,فضلك,فضلك
6984,خت,خت
6985,العفش,العفش
6986,دا,ده
6987,مربوط,مربوط
6988,اسمي,اسمي
6989,ساتو,ساتو
6990,انا,انا
6991,بعرف,بعرف
6992,نادي,نادي
6993,جاز,جاز
6994,قديم,قديم
6995,وسط,وسط
6996,المدينة,المدينة
6997,داير,داير
6998,اجرب,اجرب
6999,نفس,نفس
7000,الصحن,الصحن
7001,داك,داك
7002,هل,هل
7003,دا,ده
7004,بمشي,بمشي
7005,فوق,فوق
7006,للطابق,للطابق
7007,السادس,السادس
7008,جلد,جلد
7009,تمساح,تمساح
7010,من,من
7011,فضلك,فضلك
7012,خته,خته
7013,في,في
7014,شنطة,شنطة
7015,غسيل,غسيل
7016,و,و
7017,خليه,خليه
7018,هناك,هناك
7019,شباك,شباك
7020,تمام,تمام
7021,هل,هل
7022,كل,كل
7023,مصروفات,مصروفات
7024,الترحيل,الترحيل
7025,اتضمنت,اتضمنت
7026,منزل,منزل
7027,ميتروبولتان,ميتروبولتان
7028,اوبرا,اوبرا
7029,وين,وين
7030,مكتب,مكتب
7031,تأجير,تأجير
7032,العربات,العربات
7033,انا,انا
7034,محموم,محموم
7035,من,من
7036,امبارح,امبارح
7037,بالليل,بالليل
7038,دا,ده
7039,ما,ما
7040,بناسب,بناسب
7041,ذوقي,ذوقي
7042,عندك,عندك
7043,ياتو,ياتو
7044,خضروات,خضروات
7045,داير,داير
7046,كيرلي,كيرلي
7047,خفيف,خفيف
7048,متين,متين
7049,بجي,بجي
7050,الدكتور,الدكتور
7051,هو,هو
7052,اللون,اللون
7053,الغلط,الغلط
7054,السن,السن
7055,اتكسرت,اتكسرت
7056,هل,هل
7057,دا,ده
7058,مقعد,مقعد
7059,ممر,ممر
7060,ول,ولا
7061,مقعد,مقعد
7062,شباك,شباك
7063,انا,انا
7064,قاعد,قاعد
7065,اتمشى,اتمشى
7066,بتقدر,بتقدر
7067,توصل,توصل
7068,شنطتي,شنطتي
7069,للغرفة,للغرفة
7070,وريني,وريني
7071,واحد,واحد
7072,لسيدة,لسيدة
7073,شابة,شابة
7074,ممكن,ممكن
7075,تقيف,تقيف
7076,هنا,هنا
7077,انا,انا
7078,عطشان,عطشان
7079,لبن,لبن
7080,لا,لا
7081,من,من
7082,فضلك,فضلك
7083,عندي,عندي
7084,تلات,ثلاث
7085,شنط,شنط
7086,وين,وين
7087,البحيرة,البحيرة
7088,اعزرني,اعزرني
7089,اضغط,اضغط
7090,زر,زر
7091,التصوير,التصوير
7092,من,من
7093,فضلك,فضلك
7094,ممكن,ممكن
7095,اخد,اخد
7096,مجلة,مجلة
7097,ول,ولا
7098,حاجة,حاجة
7099,هو,هو
7100,الجنوب,الجنوب
7101,كم,كم
7102,سعر,سعر
7103,مقاعد,مقاعد
7104,البلكونة,البلكونة
7105,دايرين,دايرين
7106,غرفة,غرفة
7107,كاشفة,كاشفة
7108,البحيرة,البحيرة
7109,هل,هل
7110,في,في
7111,صناديق,صناديق
7112,بريد,بريد
7113,قريب,قريب
7114,من,من
7115,هنا,هنا
7116,الجزء,الجزء
7117,المكتوب,المكتوب
7118,بميل,بميل
7119,يشير,يشير
7120,للتغييرات,للتغييرات
7121,في,في
7122,تسعينات,تسعينات
7123,القرن,القرن
7124,العشرين,العشرين
7125,عمره,عمره
7126,تلاتين,ثلاثين
7127,سنة,سنة
7128,كله,كله
7129,تمام,تمام
7130,ممكن,ممكن
7131,تكتب,تكتب
7132,العنوان,العنوان
7133,مرة,مرة
7134,تانية,ثانية
7135,في,في
7136,الظرف,الظرف
7137,دا,ده
7138,داير,داير
7139,امشي,امشي
7140,لي,لي
7141,الهارودس,الهارودس
7142,ممكن,ممكن
7143,ترسم,ترسم
7144,خريطة,خريطة
7145,من,من
7146,فضلك,فضلك
7147,بتعمل,بتعمل
7148,شنو,شنو
7149,لمن,لمن
7150,يكون,يكون
7151,عندك,عندك
7152,وقت,وقت
7153,فاضي,فاضي
7154,هل,هل
7155,عندك,عندك
7156,بطاريات,بطاريات
7157,للكاميرا,للكاميرا
7158,دي,دي
7159,داير,داير
7160,كيبل,كيبل
7161,للتصوير,للتصوير
7162,عن,عن
7163,بعد,بعد
7164,هل,هل
7165,انت,انت
7166,الأخير,الأخير
7167,في,في
7168,الصف,الصف
7169,اعتقد,اعتقد
7170,انه,انه
7171,محجوز,محجوز
7172,زيادة,زيادة
7173,شوتة,شوتة
7174,سمحة,سمحة
7175,بس,بس
7176,برة,برة
7177,ممكن,ممكن
7178,توريني,توريني
7179,الاماكن,الاماكن
